scientificNameID	scientificName	originalNameUsageID	originalNameUsage
https://id.biodiversity.org.au/name/algae/20089702	Actinotaenium cucurbita (Bréb. ex Ralfs) Teiling	https://id.biodiversity.org.au/name/algae/20086865	Cosmarium cucurbita Bréb. ex Ralfs
https://id.biodiversity.org.au/name/algae/20087935	Actinotaenium cucurbitinum (Bisset) Teiling	https://id.biodiversity.org.au/name/algae/20087573	Penium cucurbitinum Bisset
https://id.biodiversity.org.au/name/algae/20087936	Actinotaenium diplosporum (P.Lundell) Teiling	https://id.biodiversity.org.au/name/algae/20088049	Cylindrocystis diplospora P.Lundell
https://id.biodiversity.org.au/name/algae/20091106	Actinotaenium elongatum var. lanceolatum (W.B.Turner) Teiling	https://id.biodiversity.org.au/name/algae/20090472	Penium lanceolatum W.B.Turner
https://id.biodiversity.org.au/name/algae/20088523	Actinotaenium globosum (Bulnh.) K.Förster ex Compère	https://id.biodiversity.org.au/name/algae/20086890	Cosmarium globosum Bulnh.
https://id.biodiversity.org.au/name/algae/20090283	Actinotaenium lagenarioides (A.Roy) Teiling	https://id.biodiversity.org.au/name/algae/20089911	Penium lagenarioides A.Roy
https://id.biodiversity.org.au/name/algae/20087937	Actinotaenium minutissimum (Nordst.) Teiling	https://id.biodiversity.org.au/name/algae/20089918	Penium minutissimum Nordst.
https://id.biodiversity.org.au/name/algae/20088524	Actinotaenium mooreanum (W.Archer) Teiling	https://id.biodiversity.org.au/name/algae/20087576	Penium mooreanum W.Archer
https://id.biodiversity.org.au/name/algae/20087938	Actinotaenium palangula (Bréb. ex Ralfs) Teiling	https://id.biodiversity.org.au/name/algae/20086892	Cosmarium palangula Bréb. ex Ralfs
https://id.biodiversity.org.au/name/algae/20089703	Actinotaenium perminutum (G.S.West) Teiling	https://id.biodiversity.org.au/name/algae/20088025	Cosmarium perminutum G.S.West
https://id.biodiversity.org.au/name/algae/20086807	Actinotaenium phymatosporum (Nordst.) Kouwets & Coesel	https://id.biodiversity.org.au/name/algae/20086460	Penium phymatosporum Nordst.
https://id.biodiversity.org.au/name/algae/20086808	Actinotaenium pyramidatum (West & G.S.West) Teiling	https://id.biodiversity.org.au/name/algae/20089223	Cylindrocystis pyramidata West & G.S.West
https://id.biodiversity.org.au/name/algae/20088526	Actinotaenium truncatum (Bréb. ex Ralfs) Teiling ex Ruzicka & Pouzar	https://id.biodiversity.org.au/name/algae/20089929	Penium truncatum Bréb. ex Ralfs
https://id.biodiversity.org.au/name/algae/20089704	Actinotaenium turgidum (Bréb. ex Ralfs) Teiling	https://id.biodiversity.org.au/name/algae/20088626	Cosmarium turgidum Bréb. ex Ralfs
https://id.biodiversity.org.au/name/algae/20009533	Actinotrichia rigida (J.V.Lamour.) Decne.	https://id.biodiversity.org.au/name/algae/20009531	Galaxaura rigida J.V.Lamour.
https://id.biodiversity.org.au/name/algae/20011060	Adamsiella chauvinii (Harv.) L.E.Phillips & W.A.Nelson	https://id.biodiversity.org.au/name/algae/20011059	Lenormandia chauvinii Harv.
https://id.biodiversity.org.au/name/algae/20007737	Adelophycus corneus (J.Agardh) G.T.Kraft	https://id.biodiversity.org.au/name/algae/20007230	Chaetangium corneum J.Agardh
https://id.biodiversity.org.au/name/algae/20009562	Adenocystis lessonii (Bory) Hook.f. & Harv.	https://id.biodiversity.org.au/name/algae/20009563	Asperococcus lessonii Bory
https://id.biodiversity.org.au/name/algae/20009567	Adenocystis utricularis (Bory) Skottsb.	https://id.biodiversity.org.au/name/algae/20009566	Asperococcus utricularis Bory
https://id.biodiversity.org.au/name/algae/20009346	Aegagropila herpestica (Mont.) Kütz.	https://id.biodiversity.org.au/name/algae/20009348	Conferva herpestica Mont.
https://id.biodiversity.org.au/name/algae/20006485	Aegagropila membranacea (C.Agardh) Kütz.	https://id.biodiversity.org.au/name/algae/20006491	Conferva membranacea C.Agardh
https://id.biodiversity.org.au/name/algae/20006763	Agardhia adhaerens (C.Agardh) Cabrera	https://id.biodiversity.org.au/name/algae/20006766	Codium adhaerens C.Agardh
https://id.biodiversity.org.au/name/algae/20008959	Agardhiella robusta (Grev.) Børgesen	https://id.biodiversity.org.au/name/algae/20008962	Dumontia robusta Grev.
https://id.biodiversity.org.au/name/algae/20011925	Aglaophyllum affine (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20011926	Nitophyllum affine Harv.
https://id.biodiversity.org.au/name/algae/20011714	Aglaophyllum ciliolatum (Harv.) Kütz.	https://id.biodiversity.org.au/name/algae/20011715	Nitophyllum ciliolatum Harv.
